prediction,actual,correct,confidence,prob_up
0,1,False,0.5917685214776873,0.4082314785223128
1,1,True,0.562475775616061,0.562475775616061
1,1,True,0.5370164613541972,0.5370164613541972
0,1,False,0.523923997845674,0.47607600215432594
0,1,False,0.5255263834313117,0.47447361656868836
1,1,True,0.5892376263699186,0.5892376263699186
1,1,True,0.5876524115343823,0.5876524115343823
0,1,False,0.5073400577474237,0.4926599422525762
1,0,False,0.6552270856559674,0.6552270856559674
1,0,False,0.6031593984878773,0.6031593984878773
0,0,True,0.5215775953023338,0.47842240469766617
1,1,True,0.6839749687679935,0.6839749687679935
0,1,False,0.529840033825996,0.470159966174004
0,0,True,0.6409269379272878,0.3590730620727123
0,1,False,0.6679768919108044,0.3320231080891957
0,0,True,0.6511850135116909,0.34881498648830933
0,0,True,0.5763205223583534,0.4236794776416466
0,0,True,0.51456971164006,0.48543028835993995
0,0,True,0.6713403896917358,0.3286596103082641
0,0,True,0.6402771005545494,0.3597228994454504
0,0,True,0.646129040361018,0.3538709596389822
0,0,True,0.5601149717373958,0.43988502826260445
1,0,False,0.5784024922689694,0.5784024922689694
1,0,False,0.5057365484093763,0.5057365484093763
1,0,False,0.6351535272988559,0.6351535272988559
1,0,False,0.556588340045579,0.556588340045579
1,0,False,0.5299944101243232,0.5299944101243232
1,0,False,0.5304385038589596,0.5304385038589596
0,0,True,0.5153538406729561,0.4846461593270438
0,0,True,0.557253178625277,0.44274682137472293
1,0,False,0.5485134129201902,0.5485134129201902
1,0,False,0.5088051934521383,0.5088051934521383
1,0,False,0.5477803438882762,0.5477803438882762
1,0,False,0.5091533553070396,0.5091533553070396
0,0,True,0.5374900337159396,0.4625099662840605
1,0,False,0.6369811081675271,0.6369811081675271
1,0,False,0.5790277683568896,0.5790277683568896
1,0,False,0.6668526124726876,0.6668526124726876
0,1,False,0.6575638943604272,0.3424361056395727
0,1,False,0.5791545769380934,0.42084542306190664
0,1,False,0.565688376018568,0.43431162398143197
1,1,True,0.5743310177087793,0.5743310177087793
1,1,True,0.5850979267009093,0.5850979267009093
1,0,False,0.64424053869128,0.64424053869128
0,0,True,0.6058736898517945,0.3941263101482054
0,1,False,0.5735381513992586,0.42646184860074143
0,1,False,0.6406533635049967,0.35934663649500337
1,1,True,0.578145290074765,0.578145290074765
1,1,True,0.5951470002219208,0.5951470002219208
0,1,False,0.5661187872690091,0.433881212730991
0,1,False,0.5515186317414646,0.44848136825853535
1,1,True,0.5269753433844305,0.5269753433844305
1,1,True,0.588391025096138,0.588391025096138
1,1,True,0.5128153586576715,0.5128153586576715
1,1,True,0.517149839607496,0.517149839607496
1,0,False,0.5478963721266339,0.5478963721266339
1,0,False,0.58740175511325,0.58740175511325
1,0,False,0.5770265506738116,0.5770265506738116
1,0,False,0.581017328728385,0.581017328728385
1,0,False,0.5214350051254842,0.5214350051254842
1,0,False,0.5108443728863205,0.5108443728863205
1,0,False,0.5144234767049256,0.5144234767049256
0,0,True,0.5494579178300738,0.4505420821699261
0,0,True,0.5641849812191289,0.4358150187808712
0,0,True,0.5450743066842769,0.4549256933157231
0,0,True,0.5190572684111789,0.48094273158882106
0,1,False,0.6423293305736838,0.357670669426316
0,1,False,0.6314445812316904,0.36855541876830944
0,0,True,0.5747789576080429,0.4252210423919571
0,0,True,0.5594365627560508,0.4405634372439491
0,0,True,0.6062418065529406,0.3937581934470594
0,0,True,0.509241268413984,0.49075873158601596
1,0,False,0.5369064634946528,0.5369064634946528
